date,date_frac,m.y,country,code,cases,outbreak
01/07/2015,2015.495562,Jul.15,Paraguay,PRY,146,
01/08/2015,2015.580437,Aug.15,Paraguay,PRY,518,
01/09/2015,2015.665312,Sep.15,Paraguay,PRY,436,
01/10/2015,2015.747449,Oct.15,Paraguay,PRY,462,
01/11/2015,2015.832324,Nov.15,Paraguay,PRY,181,
01/12/2015,2015.914462,Dec.15,Paraguay,PRY,150,
01/01/2016,2016,Jan.16,Paraguay,PRY,9,
01/02/2016,2016.084875,Feb.16,Paraguay,PRY,9,
01/03/2016,2016.164275,Mar.16,Paraguay,PRY,8,
01/04/2016,2016.24915,Apr.16,Paraguay,PRY,222,
01/05/2016,2016.331287,May.16,Paraguay,PRY,649,
01/06/2016,2016.416162,Jun.16,Paraguay,PRY,0,
01/07/2016,2016.498299,Jul.16,Paraguay,PRY,3,
01/08/2016,2016.583175,Aug.16,Paraguay,PRY,0,
01/09/2016,2016.66805,Sep.16,Paraguay,PRY,0,
01/10/2016,2016.750187,Oct.16,Paraguay,PRY,0,e
01/11/2016,2016.835062,Nov.16,Paraguay,PRY,11,
01/12/2016,2016.9172,Dec.16,Paraguay,PRY,7,
01/02/2017,2017.084875,Feb.17,Paraguay,PRY,2,
01/04/2017,2017.246412,Apr.17,Paraguay,PRY,69,
01/05/2017,2017.328549,May.17,Paraguay,PRY,2,
01/06/2017,2017.413424,Jun.17,Paraguay,PRY,0,
01/07/2017,2017.495562,Jul.17,Paraguay,PRY,1,
01/08/2017,2017.580437,Aug.17,Paraguay,PRY,0,
01/09/2017,2017.665312,Sep.17,Paraguay,PRY,0,
01/10/2017,2017.747449,Oct.17,Paraguay,PRY,0,
01/11/2017,2017.832324,Nov.17,Paraguay,PRY,0,
01/12/2017,2017.914462,Dec.17,Paraguay,PRY,3,
01/12/2013,2013.914462,Dec.13,Peru,PER,0,
01/01/2014,2014,Jan.14,Peru,PER,0,
01/02/2014,2014.084875,Feb.14,Peru,PER,0,s
01/03/2014,2014.161537,Mar.14,Peru,PER,0,
01/04/2014,2014.246412,Apr.14,Peru,PER,0,
01/05/2014,2014.328549,May.14,Peru,PER,1,
01/06/2014,2014.413424,Jun.14,Peru,PER,227,
01/07/2014,2014.495562,Jul.14,Peru,PER,1020,
01/08/2014,2014.580437,Aug.14,Peru,PER,5004,
01/09/2014,2014.665312,Sep.14,Peru,PER,3194,
01/10/2014,2014.747449,Oct.14,Peru,PER,8286,
01/11/2014,2014.832324,Nov.14,Peru,PER,3038,
01/12/2014,2014.914462,Dec.14,Peru,PER,3340,
01/01/2015,2015,Jan.15,Peru,PER,2254,
01/02/2015,2015.084875,Feb.15,Peru,PER,4352,
01/03/2015,2015.161537,Mar.15,Peru,PER,0,
01/04/2015,2015.246412,Apr.15,Peru,PER,0,
01/05/2015,2015.328549,May.15,Peru,PER,0,e
01/06/2015,2015.413424,Jun.15,Peru,PER,18,
01/07/2015,2015.495562,Jul.15,Peru,PER,0,
01/08/2015,2015.580437,Aug.15,Peru,PER,44,
01/09/2015,2015.665312,Sep.15,Peru,PER,90,
01/10/2015,2015.747449,Oct.15,Peru,PER,0,
01/11/2015,2015.832324,Nov.15,Peru,PER,33,
01/12/2015,2015.914462,Dec.15,Peru,PER,0,
01/01/2016,2016,Jan.16,Peru,PER,110,
01/02/2016,2016.084875,Feb.16,Peru,PER,0,
01/03/2016,2016.164275,Mar.16,Peru,PER,0,
01/04/2016,2016.24915,Apr.16,Peru,PER,0,
01/05/2016,2016.331287,May.16,Peru,PER,16,
01/06/2016,2016.416162,Jun.16,Peru,PER,0,
01/07/2016,2016.498299,Jul.16,Peru,PER,0,
01/08/2016,2016.583175,Aug.16,Peru,PER,0,
01/09/2016,2016.66805,Sep.16,Peru,PER,0,
01/10/2016,2016.750187,Oct.16,Peru,PER,216,
01/11/2016,2016.835062,Nov.16,Peru,PER,20,
01/12/2016,2016.9172,Dec.16,Peru,PER,36,
01/01/2017,2017,Jan.17,Peru,PER,51,
01/02/2017,2017.084875,Feb.17,Peru,PER,139,
01/03/2017,2017.161537,Mar.17,Peru,PER,211,
01/04/2017,2017.246412,Apr.17,Peru,PER,208,
01/05/2017,2017.328549,May.17,Peru,PER,439,
01/06/2017,2017.413424,Jun.17,Peru,PER,185,
01/07/2017,2017.495562,Jul.17,Peru,PER,198,
01/08/2017,2017.580437,Aug.17,Peru,PER,56,
01/09/2017,2017.665312,Sep.17,Peru,PER,122,
01/10/2017,2017.747449,Oct.17,Peru,PER,127,
01/11/2017,2017.832324,Nov.17,Peru,PER,15,
01/12/2017,2017.914462,Dec.17,Peru,PER,67,
01/12/2013,2013.914462,Dec.13,Suriname,SUR,0,s
01/01/2014,2014,Jan.14,Suriname,SUR,387,
01/02/2014,2014.084875,Feb.14,Suriname,SUR,289,
01/03/2014,2014.161537,Mar.14,Suriname,SUR,2865,
01/04/2014,2014.246412,Apr.14,Suriname,SUR,323,
01/05/2014,2014.328549,May.14,Suriname,SUR,160,
01/06/2014,2014.413424,Jun.14,Suriname,SUR,110,
01/07/2014,2014.495562,Jul.14,Suriname,SUR,330,
01/08/2014,2014.580437,Aug.14,Suriname,SUR,230,
01/09/2014,2014.665312,Sep.14,Suriname,SUR,180,
01/10/2014,2014.747449,Oct.14,Suriname,SUR,160,
01/11/2014,2014.832324,Nov.14,Suriname,SUR,0,
01/12/2014,2014.914462,Dec.14,Suriname,SUR,500,
01/01/2015,2015,Jan.15,Suriname,SUR,0,
01/02/2015,2015.084875,Feb.15,Suriname,SUR,450,
01/03/2015,2015.161537,Mar.15,Suriname,SUR,0,
01/04/2015,2015.246412,Apr.15,Suriname,SUR,0,
01/05/2015,2015.328549,May.15,Suriname,SUR,0,
01/06/2015,2015.413424,Jun.15,Suriname,SUR,0,
01/07/2015,2015.495562,Jul.15,Suriname,SUR,0,
01/08/2015,2015.580437,Aug.15,Suriname,SUR,0,e
01/09/2015,2015.665312,Sep.15,Suriname,SUR,0,
01/10/2015,2015.747449,Oct.15,Suriname,SUR,0,
01/11/2015,2015.832324,Nov.15,Suriname,SUR,0,
01/12/2015,2015.914462,Dec.15,Suriname,SUR,0,
01/01/2016,2016,Jan.16,Suriname,SUR,0,
01/02/2016,2016.084875,Feb.16,Suriname,SUR,0,
01/03/2016,2016.164275,Mar.16,Suriname,SUR,0,
01/04/2016,2016.24915,Apr.16,Suriname,SUR,0,
01/05/2016,2016.331287,May.16,Suriname,SUR,0,
01/10/2016,2016.750187,Oct.16,Suriname,SUR,0,
01/11/2016,2016.835062,Nov.16,Suriname,SUR,0,
01/12/2016,2016.9172,Dec.16,Suriname,SUR,0,
01/12/2013,2013.914462,Dec.13,Trinidad and Tobago,TTO,0,
01/01/2014,2014,Jan.14,Trinidad and Tobago,TTO,0,
01/02/2014,2014.084875,Feb.14,Trinidad and Tobago,TTO,0,
01/03/2014,2014.161537,Mar.14,Trinidad and Tobago,TTO,0,s
01/04/2014,2014.246412,Apr.14,Trinidad and Tobago,TTO,0,
01/05/2014,2014.328549,May.14,Trinidad and Tobago,TTO,0,
01/06/2014,2014.413424,Jun.14,Trinidad and Tobago,TTO,13,
01/07/2014,2014.495562,Jul.14,Trinidad and Tobago,TTO,11,
01/08/2014,2014.580437,Aug.14,Trinidad and Tobago,TTO,0,
01/09/2014,2014.665312,Sep.14,Trinidad and Tobago,TTO,570,
01/10/2014,2014.747449,Oct.14,Trinidad and Tobago,TTO,242,
01/11/2014,2014.832324,Nov.14,Trinidad and Tobago,TTO,0,
01/12/2014,2014.914462,Dec.14,Trinidad and Tobago,TTO,374,
01/01/2015,2015,Jan.15,Trinidad and Tobago,TTO,0,
01/02/2015,2015.084875,Feb.15,Trinidad and Tobago,TTO,0,
01/03/2015,2015.161537,Mar.15,Trinidad and Tobago,TTO,0,
01/04/2015,2015.246412,Apr.15,Trinidad and Tobago,TTO,10,
01/05/2015,2015.328549,May.15,Trinidad and Tobago,TTO,0,
01/06/2015,2015.413424,Jun.15,Trinidad and Tobago,TTO,61,
01/07/2015,2015.495562,Jul.15,Trinidad and Tobago,TTO,0,
01/08/2015,2015.580437,Aug.15,Trinidad and Tobago,TTO,0,
01/09/2015,2015.665312,Sep.15,Trinidad and Tobago,TTO,0,
01/10/2015,2015.747449,Oct.15,Trinidad and Tobago,TTO,0,e
01/11/2015,2015.832324,Nov.15,Trinidad and Tobago,TTO,0,
01/12/2015,2015.914462,Dec.15,Trinidad and Tobago,TTO,0,
01/01/2016,2016,Jan.16,Trinidad and Tobago,TTO,0,
01/02/2016,2016.084875,Feb.16,Trinidad and Tobago,TTO,0,
01/03/2016,2016.164275,Mar.16,Trinidad and Tobago,TTO,0,
01/04/2016,2016.24915,Apr.16,Trinidad and Tobago,TTO,0,
01/05/2016,2016.331287,May.16,Trinidad and Tobago,TTO,0,
01/06/2016,2016.416162,Jun.16,Trinidad and Tobago,TTO,0,
01/07/2016,2016.498299,Jul.16,Trinidad and Tobago,TTO,0,
01/11/2016,2016.835062,Nov.16,Trinidad and Tobago,TTO,0,
01/12/2016,2016.9172,Dec.16,Trinidad and Tobago,TTO,0,
01/12/2013,2013.914462,Dec.13,United States of America,USA,0,
01/01/2014,2014,Jan.14,United States of America,USA,0,
01/02/2014,2014.084875,Feb.14,United States of America,USA,0,
01/03/2014,2014.161537,Mar.14,United States of America,USA,0,
01/04/2014,2014.246412,Apr.14,United States of America,USA,0,s
01/05/2014,2014.328549,May.14,United States of America,USA,0,
01/06/2014,2014.413424,Jun.14,United States of America,USA,2,
01/07/2014,2014.495562,Jul.14,United States of America,USA,8,
01/08/2014,2014.580437,Aug.14,United States of America,USA,0,
01/09/2014,2014.665312,Sep.14,United States of America,USA,0,
01/10/2014,2014.747449,Oct.14,United States of America,USA,0,
01/11/2014,2014.832324,Nov.14,United States of America,USA,0,
01/12/2014,2014.914462,Dec.14,United States of America,USA,9,
01/01/2015,2015,Jan.15,United States of America,USA,0,
01/02/2015,2015.084875,Feb.15,United States of America,USA,0,
01/03/2015,2015.161537,Mar.15,United States of America,USA,0,
01/04/2015,2015.246412,Apr.15,United States of America,USA,0,
01/05/2015,2015.328549,May.15,United States of America,USA,0,e
01/06/2015,2015.413424,Jun.15,United States of America,USA,0,
01/07/2015,2015.495562,Jul.15,United States of America,USA,0,
01/08/2015,2015.580437,Aug.15,United States of America,USA,0,
01/09/2015,2015.665312,Sep.15,United States of America,USA,0,
01/10/2015,2015.747449,Oct.15,United States of America,USA,0,
01/11/2015,2015.832324,Nov.15,United States of America,USA,0,
01/12/2015,2015.914462,Dec.15,United States of America,USA,0,
01/01/2016,2016,Jan.16,United States of America,USA,0,
01/02/2016,2016.084875,Feb.16,United States of America,USA,0,
01/03/2016,2016.164275,Mar.16,United States of America,USA,0,
01/04/2016,2016.24915,Apr.16,United States of America,USA,0,
01/05/2016,2016.331287,May.16,United States of America,USA,0,
01/06/2016,2016.416162,Jun.16,United States of America,USA,0,
01/07/2016,2016.498299,Jul.16,United States of America,USA,0,
01/08/2016,2016.583175,Aug.16,United States of America,USA,0,
01/09/2016,2016.66805,Sep.16,United States of America,USA,0,
01/10/2016,2016.750187,Oct.16,United States of America,USA,0,
01/11/2016,2016.835062,Nov.16,United States of America,USA,0,
01/12/2016,2016.9172,Dec.16,United States of America,USA,0,
01/01/2017,2017,Jan.17,United States of America,USA,0,
01/02/2017,2017.084875,Feb.17,United States of America,USA,0,
01/03/2017,2017.161537,Mar.17,United States of America,USA,0,
01/04/2017,2017.246412,Apr.17,United States of America,USA,0,
01/05/2017,2017.328549,May.17,United States of America,USA,0,
01/06/2017,2017.413424,Jun.17,United States of America,USA,0,
01/07/2017,2017.495562,Jul.17,United States of America,USA,0,
01/08/2017,2017.580437,Aug.17,United States of America,USA,0,
01/09/2017,2017.665312,Sep.17,United States of America,USA,0,
01/10/2017,2017.747449,Oct.17,United States of America,USA,0,
01/11/2017,2017.832324,Nov.17,United States of America,USA,0,
01/12/2017,2017.914462,Dec.17,United States of America,USA,0,
01/12/2013,2013.914462,Dec.13,Uruguay,URY,0,
01/01/2014,2014,Jan.14,Uruguay,URY,0,
01/02/2014,2014.084875,Feb.14,Uruguay,URY,0,
01/03/2014,2014.161537,Mar.14,Uruguay,URY,0,
01/04/2014,2014.246412,Apr.14,Uruguay,URY,0,s
01/05/2014,2014.328549,May.14,Uruguay,URY,0,
01/06/2014,2014.413424,Jun.14,Uruguay,URY,0,
01/07/2014,2014.495562,Jul.14,Uruguay,URY,2,
01/08/2014,2014.580437,Aug.14,Uruguay,URY,0,
01/09/2014,2014.665312,Sep.14,Uruguay,URY,41,
01/10/2014,2014.747449,Oct.14,Uruguay,URY,50,
01/11/2014,2014.832324,Nov.14,Uruguay,URY,0,
01/12/2014,2014.914462,Dec.14,Uruguay,URY,84,
01/01/2015,2015,Jan.15,Uruguay,URY,114,
01/02/2015,2015.084875,Feb.15,Uruguay,URY,12,
01/03/2015,2015.161537,Mar.15,Uruguay,URY,0,
01/04/2015,2015.246412,Apr.15,Uruguay,URY,0,
01/05/2015,2015.328549,May.15,Uruguay,URY,0,e
01/06/2015,2015.413424,Jun.15,Uruguay,URY,0,
01/07/2015,2015.495562,Jul.15,Uruguay,URY,0,
01/08/2015,2015.580437,Aug.15,Uruguay,URY,0,
01/09/2015,2015.665312,Sep.15,Uruguay,URY,0,
01/10/2015,2015.747449,Oct.15,Uruguay,URY,0,
01/11/2015,2015.832324,Nov.15,Uruguay,URY,0,
01/12/2015,2015.914462,Dec.15,Uruguay,URY,0,
01/01/2016,2016,Jan.16,Uruguay,URY,0,
01/02/2016,2016.084875,Feb.16,Uruguay,URY,0,
01/03/2016,2016.164275,Mar.16,Uruguay,URY,0,
01/04/2016,2016.24915,Apr.16,Uruguay,URY,0,
01/05/2016,2016.331287,May.16,Uruguay,URY,0,
01/06/2016,2016.416162,Jun.16,Uruguay,URY,0,
01/07/2016,2016.498299,Jul.16,Uruguay,URY,0,
01/08/2016,2016.583175,Aug.16,Uruguay,URY,0,
01/09/2016,2016.66805,Sep.16,Uruguay,URY,0,
01/10/2016,2016.750187,Oct.16,Uruguay,URY,0,
01/11/2016,2016.835062,Nov.16,Uruguay,URY,0,
01/12/2016,2016.9172,Dec.16,Uruguay,URY,0,
01/12/2013,2013.914462,Dec.13,Venezuela,VEN,0,
01/01/2014,2014,Jan.14,Venezuela,VEN,0,s
01/02/2014,2014.084875,Feb.14,Venezuela,VEN,0,
01/03/2014,2014.161537,Mar.14,Venezuela,VEN,0,
01/04/2014,2014.246412,Apr.14,Venezuela,VEN,0,
01/05/2014,2014.328549,May.14,Venezuela,VEN,0,
01/06/2014,2014.413424,Jun.14,Venezuela,VEN,7,
01/07/2014,2014.495562,Jul.14,Venezuela,VEN,0,
01/08/2014,2014.580437,Aug.14,Venezuela,VEN,438,
01/09/2014,2014.665312,Sep.14,Venezuela,VEN,334,
01/10/2014,2014.747449,Oct.14,Venezuela,VEN,290,
01/11/2014,2014.832324,Nov.14,Venezuela,VEN,377,
01/12/2014,2014.914462,Dec.14,Venezuela,VEN,102,
01/01/2015,2015,Jan.15,Venezuela,VEN,49,
01/02/2015,2015.084875,Feb.15,Venezuela,VEN,307,
01/03/2015,2015.161537,Mar.15,Venezuela,VEN,0,
01/04/2015,2015.246412,Apr.15,Venezuela,VEN,0,
01/05/2015,2015.328549,May.15,Venezuela,VEN,12778,
01/06/2015,2015.413424,Jun.15,Venezuela,VEN,0,
01/07/2015,2015.495562,Jul.15,Venezuela,VEN,0,
01/08/2015,2015.580437,Aug.15,Venezuela,VEN,1880,
01/09/2015,2015.665312,Sep.15,Venezuela,VEN,360,
01/10/2015,2015.747449,Oct.15,Venezuela,VEN,237,
01/11/2015,2015.832324,Nov.15,Venezuela,VEN,239,
01/12/2015,2015.914462,Dec.15,Venezuela,VEN,345,
01/01/2016,2016,Jan.16,Venezuela,VEN,1599,
01/02/2016,2016.084875,Feb.16,Venezuela,VEN,563,
01/03/2016,2016.164275,Mar.16,Venezuela,VEN,547,
01/04/2016,2016.24915,Apr.16,Venezuela,VEN,180,
01/05/2016,2016.331287,May.16,Venezuela,VEN,316,
01/06/2016,2016.416162,Jun.16,Venezuela,VEN,0,
01/07/2016,2016.498299,Jul.16,Venezuela,VEN,449,
01/08/2016,2016.583175,Aug.16,Venezuela,VEN,330,
01/09/2016,2016.66805,Sep.16,Venezuela,VEN,0,
01/11/2016,2016.835062,Nov.16,Venezuela,VEN,0,
01/12/2016,2016.9172,Dec.16,Venezuela,VEN,651,
01/01/2017,2017,Jan.17,Venezuela,VEN,11,
01/02/2017,2017.084875,Feb.17,Venezuela,VEN,18,
01/03/2017,2017.161537,Mar.17,Venezuela,VEN,50,
01/04/2017,2017.246412,Apr.17,Venezuela,VEN,12,
01/05/2017,2017.328549,May.17,Venezuela,VEN,18,
01/06/2017,2017.413424,Jun.17,Venezuela,VEN,0,
01/07/2017,2017.495562,Jul.17,Venezuela,VEN,0,
01/08/2017,2017.580437,Aug.17,Venezuela,VEN,0,
01/09/2017,2017.665312,Sep.17,Venezuela,VEN,157,
01/10/2017,2017.747449,Oct.17,Venezuela,VEN,0,
01/11/2017,2017.832324,Nov.17,Venezuela,VEN,81,
01/12/2017,2017.914462,Dec.17,Venezuela,VEN,5,e
